osm_id,osm_type,name,category,city,address,post code,website,lat,lon
13412884999,node,Ô Juste,restaurant,Narbonne,"17 cours mirabeau, Narbonne",,https://www.ojuste.com,43.1822245,3.0041124
13412902640,node,Boeuf et compagnie,restaurant,Narbonne,"2 Rue Ernest Cognacq, Narbonne",,https://boeuf-et-compagnie.fr/,43.1794791,3.03369
13446595622,node,Hôtel des 2  golfs,hotel,Narbonne,"Quai du Paurel-B, Port-Leucate",,https://hoteldes2golfs.com/,42.8563295,3.0364433
13526897490,node,VVF Narbonne Plage Saint Pierre la Mer,hotel,Narbonne,,,,43.1876998,3.1962306
13526925306,node,Les Griselles,hotel,Narbonne,73,,,43.1835559,3.1948052
13527304210,node,May Pizza,restaurant,Narbonne,,,,43.1587197,3.1669058
13534419861,node,La Terrasse,restaurant,Narbonne,,,,43.0177548,3.0583713
13541428964,node,Résidence Port -Leucate,hotel,Narbonne,Rue de la Prade,,,42.8590775,3.038003
13544540107,node,Le Puech,hotel,Narbonne,,,,43.1673899,2.9891125
13544540110,node,Bistro Régent,restaurant,Narbonne,9 Avenue du Quatourze,,,43.1675702,2.9889506
13577404741,node,E Sushi,restaurant,Narbonne,11 Avenue Francis Vals,,,42.9112694,3.0259094
13587469100,node,,restaurant,Narbonne,,,,43.1706844,2.9901705
13587503667,node,,restaurant,Narbonne,,,,43.1818948,2.9974385
13587518302,node,,restaurant,Narbonne,,,,43.1829582,3.0003401
13666129035,node,L'Antre pôtes,restaurant,Narbonne,130 Rue de la Prade,,,42.8590811,3.0377425
13667007093,node,L'Etage,restaurant,Narbonne,19 Place de la République,,,42.9099141,3.0274144
13668240474,node,Le Cutty Sark,restaurant,Narbonne,260 Quai du Pla de l'Entrée,,,42.8652349,3.0423526
13668710785,node,Château de Massignan,hotel,Narbonne,Saint-Marcel-sur-Aude,,https://chateau-de-massignan.com/,43.2501597,2.9264301
13668921452,node,Bodega El Flamingo,restaurant,Narbonne,115 Avenue Jean Jaurès,,,42.9092928,3.03069
13670787295,node,L'Amiral,restaurant,Narbonne,Quai Éric Tabarly,,https://fr.restaurantguru.com/LAmiral-Leucate,42.8577914,3.0379014
13670787296,node,Les Voiliers,restaurant,Narbonne,1 Quai Éric Tabarly,,https://restaurant-les-voiliers.fr/,42.8571339,3.0376841
13670798398,node,Le Bouche à Oreille,restaurant,Narbonne,"170 Rue de la Vixiege, Leucate",,,42.8577702,3.0394747
13671452231,node,Face Al Mar,restaurant,Narbonne,51 Résidence Des Maisons de La Mer 2,,,42.8528307,3.043666
13673887678,node,Les Deux Bouées,restaurant,Narbonne,,,,42.8861063,3.0495049
13673887682,node,L'Embrun,restaurant,Narbonne,,,,42.8858978,3.04974
13674211014,node,Le Poulpe,restaurant,Narbonne,Leucate-Plage,,,42.8984653,3.0543267
13674219553,node,Playa Amor,restaurant,Narbonne,Chemin du Grau,,https://playaamor.fr/,42.8887686,3.051495
13676845828,node,Le Mediterannée,restaurant,Narbonne,,,,42.8580113,3.0377085
13680830461,node,Chez Marion,restaurant,Narbonne,169 Rue de la Prade,,,42.8586112,3.0385308
13680915246,node,La Table d'Edgard,restaurant,Narbonne,Place du Grazel,,,42.8588668,3.0379439
13680915247,node,Le Tempico,restaurant,Narbonne,Résidence La Capitane,,https://le-tempico.webnode.fr/,42.8598142,3.0377008
13681121125,node,Martine Chea,restaurant,Narbonne,"34 Grau de Leucate, Leucate",,,42.8851426,3.0499653
13681121126,node,L'Aquarium,restaurant,Narbonne,"Grau de Leucate, Leucate",,,42.8850389,3.0501053
13686498130,node,Irish Pub Chez Augustin,restaurant,Narbonne,180 Rue de l'Avant-Port,,,42.8602168,3.0378668
13740351701,node,Bakoua,restaurant,Narbonne,,,,43.1589068,3.1673818
13798503901,node,Goélia,hotel,Narbonne,,,,43.0138667,3.0492003
13806549611,node,Chez Franck Bistrot Village,restaurant,Narbonne,"4 Place du Château, Névian",,,43.2120799,2.9037589
13841188126,node,Le dragon d'or,restaurant,Narbonne,,,,43.188627,3.0084478
